Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,17098.000000,18099.000000,15350.000000,16388.000000,16388.000000,0
2000-02-01,16389.000000,18886.000000,16389.000000,17660.000000,17660.000000,0
2000-03-01,17668.000000,19047.000000,16922.000000,17820.000000,17820.000000,0
2000-04-01,17826.000000,17826.000000,14029.000000,15538.000000,15538.000000,0
2000-05-01,15596.000000,15944.000000,13556.000000,14957.000000,14957.000000,0
2000-06-01,14967.000000,17396.000000,14967.000000,16728.000000,16728.000000,0
2000-07-01,16747.000000,17795.000000,16390.000000,16455.000000,16455.000000,0
2000-08-01,16475.000000,17926.000000,16073.000000,17347.000000,17347.000000,0
2000-09-01,17360.000000,17716.000000,15657.000000,15928.000000,15928.000000,0
2000-10-01,15950.000000,16404.000000,13571.000000,14867.000000,14867.000000,0
2000-11-01,14858.000000,15191.000000,12969.000000,13287.000000,13287.000000,0
2000-12-01,13303.000000,15415.000000,13242.000000,15259.000000,15259.000000,0
2001-01-01,15242.000000,18023.000000,15174.000000,17673.000000,17673.000000,0
2001-02-01,17670.000000,17673.000000,15558.000000,15891.000000,15891.000000,0
2001-03-01,15891.000000,16813.000000,13761.000000,14438.000000,14438.000000,0
2001-04-01,14441.000000,15267.000000,13325.000000,14918.000000,14918.000000,0
2001-05-01,14877.000000,15304.000000,14056.000000,14650.000000,14650.000000,0
2001-06-01,14654.000000,15644.000000,14164.000000,14560.000000,14560.000000,0
2001-07-01,14579.000000,14771.000000,13361.000000,13754.000000,13754.000000,0
2001-08-01,13757.000000,14143.000000,12681.000000,12841.000000,12841.000000,0
2001-09-01,12849.000000,12947.000000,9533.000000,10636.000000,10636.000000,0
2001-10-01,10633.000000,11924.000000,9985.000000,11365.000000,11365.000000,0
2001-11-01,11362.000000,13791.000000,11177.000000,12932.000000,12932.000000,0
2001-12-01,12914.000000,13969.000000,12809.000000,13578.000000,13578.000000,0
2002-01-01,13586.000000,14413.000000,12301.000000,12721.000000,12721.000000,0
2002-02-01,12723.000000,14251.000000,12415.000000,14033.000000,14033.000000,0
2002-03-01,14047.000000,14495.000000,13183.000000,13255.000000,13255.000000,0
2002-04-01,13256.000000,13872.000000,13032.000000,13085.000000,13085.000000,0
2002-05-01,13088.000000,13090.000000,11943.000000,12861.000000,12861.000000,0
2002-06-01,12859.000000,12919.000000,10247.000000,11139.000000,11139.000000,0
2002-07-01,11138.000000,11173.000000,9155.000000,9763.000000,9763.000000,294019200
2002-08-01,9782.000000,10763.000000,9017.000000,10382.000000,10382.000000,0
2002-09-01,10383.000000,10477.000000,8352.000000,8623.000000,8623.000000,0
2002-10-01,8642.000000,10598.000000,8225.000000,10168.000000,10168.000000,0
2002-11-01,10172.000000,10519.000000,9569.000000,10509.000000,10509.000000,0
