Date,Open,High,Low,Close,Adj Close,Volume
1990-11-01,1421.229980,1496.050049,1359.180054,1441.199951,1441.199951,0
1990-12-01,1466.400024,1527.359985,1389.349976,1389.349976,1389.349976,0
1991-01-01,1359.430054,1421.160034,1317.170044,1421.160034,1421.160034,0
1991-02-01,1417.520020,1606.060059,1417.520020,1564.449951,1564.449951,0
1991-03-01,1521.300049,1604.670044,1499.260010,1515.319946,1515.319946,0
1991-04-01,1541.839966,1633.849976,1541.839966,1606.869995,1606.869995,0
1991-05-01,1631.160034,1707.959961,1587.770020,1707.959961,1707.959961,0
1991-06-01,1704.189941,1714.219971,1623.729980,1623.729980,1623.729980,0
1991-07-01,1628.750000,1647.839966,1604.949951,1619.290039,1619.290039,0
1991-08-01,1620.489990,1654.109985,1501.819946,1649.880005,1649.880005,0
1991-09-01,1653.520020,1657.510010,1605.469971,1605.469971,1605.469971,0
1991-10-01,1609.319946,1609.319946,1561.890015,1579.770020,1579.770020,0
1991-11-01,1572.579956,1627.079956,1568.089966,1571.060059,1571.060059,0
1991-12-01,1549.810059,1577.260010,1542.770020,1577.260010,1577.260010,0
1992-01-01,1598.189941,1687.069946,1581.680054,1685.699951,1685.699951,0
1992-02-01,1685.660034,1746.760010,1676.170044,1746.760010,1746.760010,0
1992-03-01,1749.290039,1763.859985,1698.839966,1718.349976,1718.349976,0
1992-04-01,1706.689941,1753.099976,1706.689941,1728.089966,1728.089966,0
1992-05-01,1731.290039,1812.329956,1719.920044,1806.359985,1806.359985,0
1992-06-01,1798.229980,1800.619995,1752.829956,1754.949951,1754.949951,0
1992-07-01,1759.900024,1776.500000,1608.489990,1608.489990,1608.489990,0
1992-08-01,1605.109985,1624.939941,1464.030029,1529.969971,1529.969971,0
1992-09-01,1516.439941,1601.500000,1470.089966,1470.089966,1470.089966,0
1992-10-01,1484.780029,1536.599976,1402.339966,1489.680054,1489.680054,0
1992-11-01,1482.439941,1550.270020,1470.569946,1545.119995,1545.119995,0
1992-12-01,1546.819946,1547.510010,1472.589966,1538.430054,1538.430054,0
1993-01-01,1538.040039,1593.349976,1510.180054,1574.040039,1574.040039,0
1993-02-01,1590.329956,1683.300049,1584.140015,1680.020020,1680.020020,0
1993-03-01,1691.369995,1714.479980,1653.199951,1676.839966,1676.839966,0
1993-04-01,1670.040039,1687.140015,1618.599976,1626.829956,1626.829956,0
1993-05-01,1632.000000,1636.020020,1606.640015,1627.209961,1627.209961,0
1993-06-01,1625.589966,1712.329956,1625.589966,1700.930054,1700.930054,0
1993-07-01,1698.359985,1859.489990,1694.829956,1823.069946,1823.069946,0
1993-08-01,1818.099976,1937.770020,1818.099976,1931.880005,1931.880005,0
1993-09-01,1923.670044,1928.630005,1852.810059,1910.229980,1910.229980,0
1993-10-01,1920.459961,2083.620117,1920.459961,2064.979980,2064.979980,0
1993-11-01,2068.510010,2086.399902,2007.500000,2052.919922,2052.919922,0
1993-12-01,2089.770020,2284.179932,2089.770020,2255.290039,2255.290039,0
1994-01-01,2252.429932,2280.409912,2056.110107,2192.600098,2192.600098,0
1994-02-01,2207.060059,2208.399902,2053.649902,2103.239990,2103.239990,0
1994-03-01,2101.989990,2187.179932,1999.109985,2142.879883,2142.879883,0
1994-04-01,2134.250000,2267.600098,2130.580078,2252.510010,2252.510010,0
1994-05-01,2261.229980,2281.719971,2108.909912,2137.340088,2137.340088,0
1994-06-01,2143.620117,2170.250000,1953.150024,2020.849976,2020.849976,0
1994-07-01,2024.739990,2168.780029,2019.650024,2152.189941,2152.189941,0
1994-08-01,2150.580078,2227.699951,2094.120117,2207.090088,2207.090088,0
1994-09-01,2209.570068,2215.750000,1984.650024,2002.300049,2002.300049,0
1994-10-01,1995.800049,2147.030029,1930.550049,2061.580078,2061.580078,0
1994-11-01,2052.219971,2115.899902,2025.359985,2057.280029,2057.280029,0
1994-12-01,2054.159912,2116.320068,1998.199951,2097.510010,2097.510010,0
1995-01-01,2091.469971,2095.500000,2007.099976,2024.819946,2024.819946,0
1995-02-01,2028.699951,2149.860107,2026.719971,2097.850098,2097.850098,0
1995-03-01,2100.199951,2131.770020,1891.709961,1914.689941,1914.689941,0
1995-04-01,1916.170044,2031.839966,1908.829956,2017.949951,2017.949951,0
1995-05-01,2022.810059,2116.679932,2018.900024,2099.949951,2099.949951,0
1995-06-01,2116.639893,2174.139893,2079.860107,2089.040039,2089.040039,0
1995-07-01,2081.010010,2246.520020,2081.010010,2222.510010,2222.510010,0
1995-08-01,2225.669922,2278.120117,2203.050049,2234.229980,2234.229980,0
1995-09-01,2237.280029,2320.580078,2164.679932,2201.270020,2201.270020,0
1995-10-01,2206.350098,2219.040039,2094.350098,2165.760010,2165.760010,0
1995-11-01,2162.449951,2255.810059,2151.739990,2254.949951,2254.949951,0
1995-12-01,2256.209961,2293.659912,2227.229980,2260.689941,2260.689941,0
1996-01-01,2259.919922,2471.790039,2259.919922,2463.000000,2463.000000,0
1996-02-01,2458.459961,2494.659912,2358.489990,2485.179932,2485.179932,0
1996-03-01,2489.949951,2527.280029,2387.739990,2489.350098,2489.350098,0
1996-04-01,2495.790039,2559.600098,2477.239990,2492.629883,2492.629883,0
1996-05-01,2501.229980,2572.679932,2451.929932,2523.810059,2523.810059,0
1996-06-01,2517.360107,2582.790039,2516.310059,2570.439941,2570.439941,0
1996-07-01,2567.010010,2589.909912,2442.879883,2491.500000,2491.500000,0
1996-08-01,2499.010010,2574.600098,2486.790039,2534.489990,2534.489990,0
1996-09-01,2534.969971,2672.479980,2509.360107,2655.489990,2655.489990,0
1996-10-01,2646.979980,2745.820068,2644.489990,2671.399902,2671.399902,0
1996-11-01,2679.469971,2854.590088,2661.510010,2848.840088,2848.840088,0
1996-12-01,2849.429932,2916.159912,2759.679932,2880.070068,2880.070068,0
1997-01-01,2836.820068,3050.879883,2815.500000,3037.699951,3037.699951,0
1997-02-01,3042.899902,3286.370117,3030.239990,3261.040039,3261.040039,0
1997-03-01,3262.770020,3475.179932,3219.600098,3407.830078,3407.830078,0
1997-04-01,3329.149902,3452.530029,3178.800049,3438.090088,3438.090088,0
1997-05-01,3453.340088,3696.570068,3448.810059,3562.729980,3562.729980,0
1997-06-01,3551.010010,3836.909912,3544.489990,3766.889893,3766.889893,0
1997-07-01,3782.709961,4477.700195,3782.590088,4405.520020,4405.520020,0
1997-08-01,4422.169922,4460.149902,3849.889893,3919.790039,3919.790039,0
1997-09-01,3942.510010,4196.750000,3783.050049,4154.890137,4154.890137,0
1997-10-01,4154.629883,4363.740234,3366.030029,3753.659912,3753.659912,0
1997-11-01,3802.729980,3986.370117,3645.830078,3972.080078,3972.080078,0
1997-12-01,4000.040039,4320.040039,4000.040039,4224.299805,4224.299805,0
1998-01-01,4270.689941,4458.339844,4069.649902,4442.529785,4442.529785,0
1998-02-01,4481.020020,4736.089844,4474.270020,4693.859863,4693.859863,0
1998-03-01,4696.479980,5136.790039,4612.140137,5097.250000,5097.250000,0
1998-04-01,5084.120117,5436.770020,4992.120117,5241.229980,5241.229980,0
1998-05-01,5264.250000,5671.520020,5160.129883,5556.990234,5556.990234,0
1998-06-01,5542.549805,5957.560059,5495.109863,5841.830078,5841.830078,0
1998-07-01,5866.810059,6224.520020,5806.959961,5861.189941,5861.189941,0
1998-08-01,5805.069824,5816.890137,4745.060059,4811.279785,4811.279785,0
1998-09-01,4723.140137,5151.680176,4347.649902,4430.910156,4430.910156,0
1998-10-01,4370.660156,4729.350098,3822.590088,4690.990234,4690.990234,0
1998-11-01,4717.520020,5174.419922,4613.089844,5026.140137,5026.140137,0
1998-12-01,4997.009766,5089.229980,4435.939941,5006.569824,5006.569824,0
1999-01-01,4978.379883,5509.299805,4752.819824,5180.290039,5180.290039,0
1999-02-01,5205.899902,5292.740234,4743.459961,4903.959961,4903.959961,0
1999-03-01,4929.029785,5162.740234,4601.069824,4865.270020,4865.270020,0
1999-04-01,4843.689941,5403.259766,4768.770020,5360.439941,5360.439941,0
1999-05-01,5370.390137,5452.870117,5000.330078,5068.589844,5068.589844,0
1999-06-01,5095.729980,5506.250000,4969.569824,5378.520020,5378.520020,0
1999-07-01,5428.339844,5686.549805,5035.200195,5101.870117,5101.870117,0
1999-08-01,5088.649902,5455.839844,4948.080078,5270.770020,5270.770020,0
1999-09-01,5286.580078,5530.759766,5069.870117,5149.830078,5149.830078,0
1999-10-01,5166.569824,5557.910156,5078.589844,5525.399902,5525.399902,0
1999-11-01,5518.740234,6032.669922,5474.120117,5896.040039,5896.040039,759673500
1999-12-01,5891.270020,6992.919922,5836.729980,6958.140137,6958.140137,765373300
2000-01-01,6961.720215,7306.479980,6388.910156,6835.600098,6835.600098,924329500
2000-02-01,6841.120117,7813.200195,6841.120117,7644.549805,7644.549805,969554700
2000-03-01,7645.299805,8136.160156,7411.759766,7599.390137,7599.390137,1400909000
2000-04-01,7599.779785,7641.529785,6890.959961,7414.680176,7414.680176,625398600
2000-05-01,7407.529785,7571.720215,6794.080078,7109.669922,7109.669922,684245000
2000-06-01,7117.569824,7486.399902,6851.839844,6898.209961,6898.209961,882674900
2000-07-01,6912.970215,7503.319824,6842.609863,7190.370117,7190.370117,795508300
2000-08-01,7194.029785,7395.810059,6954.600098,7216.450195,7216.450195,781576700
2000-09-01,7221.410156,7456.709961,6468.459961,6798.120117,6798.120117,932204800
2000-10-01,6800.069824,7087.919922,6297.490234,7077.439941,7077.439941,949245100
2000-11-01,7093.839844,7185.660156,6361.430176,6372.330078,6372.330078,883094600
2000-12-01,6379.259766,6813.299805,6110.259766,6433.609863,6433.609863,821071200
2001-01-01,6431.140137,6795.140137,6172.439941,6795.140137,6795.140137,1099255700
2001-02-01,6788.569824,6788.569824,6071.350098,6208.240234,6208.240234,932251000
2001-03-01,6212.660156,6342.540039,5351.479980,5829.950195,5829.950195,1512256200
2001-04-01,5843.370117,6271.200195,5383.990234,6264.509766,6264.509766,1040529500
